sample_id,group_id,split
3542,3245,unknown
3543,3246,train
3544,3247,train
3545,3248,train
3546,3249,unknown
3547,3250,train
3548,3251,train
3549,3252,train
3550,3253,unknown
3551,3254,train
3552,3255,train
3553,3256,train
3554,3257,train
3555,3258,train
3556,3259,train
3557,3260,train
3558,3261,train
3559,3262,train
3560,3263,unknown
3561,3264,train
3562,3265,train
3563,3266,train
3564,3267,train
3565,3268,train
3566,3269,train
3567,3270,train
3568,3271,unknown
3569,3272,train
3570,3273,train
3571,3274,train
3572,3275,train
3573,3276,train
3574,3277,train
3575,3278,train
3576,3279,train
3577,3280,train
3578,3281,train
3579,3282,unknown
3580,3283,train
3581,3284,train
3582,3285,train
3583,3286,unknown
3584,3287,train
3585,3288,train
3586,3289,unknown
3587,3290,train
3588,3291,train
3589,3292,train
3590,3293,train
3591,3294,train
3592,3295,unknown
3593,3296,unknown
3594,3297,train
3595,3298,unknown
3596,3299,train
3597,3300,unknown
3598,3301,train
3599,3302,train
3600,3303,train
3601,3304,train
3602,3305,train
3603,3306,train
3604,3307,train
3605,3308,train
3606,3309,train
3607,3310,train
3608,3311,unknown
3609,3312,train
3610,3313,unknown
3611,3314,train
3612,3315,train
3613,3316,train
3614,3317,unknown
3615,3318,train
3616,3319,train
3617,3320,train
3618,3321,unknown
3619,3322,train
3620,3323,unknown
3621,3324,train
3622,3325,train
3623,3326,train
3624,3327,train
3625,3328,train
3626,3329,train
3627,3330,train
3628,3331,train
3629,3332,train
3630,3333,train
3631,3334,train
3632,3335,train
3633,3336,train
3634,3337,train
3635,3338,train
3636,3339,train
3637,3340,train
3638,3341,train
3639,3342,train
3640,3343,train
3641,3344,train
3642,3345,train
3643,3346,train
3644,3347,train
3645,3348,train
3646,3349,train
3647,3350,train
3648,3351,train
3649,3352,unknown
3650,3353,train
3651,3354,train
3652,3355,train
3653,3356,train
3654,3357,unknown
3655,3358,train
3656,3359,train
3657,3360,train
3658,3361,train
3659,3362,train
3660,3363,train
3661,3364,train
3662,3365,unknown
3663,3366,train
3664,3367,train
3665,3368,train
3666,3369,train
3667,3370,train
3668,3371,train
3669,3372,train
3670,3373,train
3671,3374,train
3672,3375,train
3673,3376,train
3674,3377,unknown
3675,3378,train
3676,3379,train
3677,3380,unknown
3678,3381,train
3679,3382,train
3680,3383,train
3681,3384,unknown
3682,3385,train
3683,3386,train
3684,3387,train
3685,3388,train
3686,3389,train
3687,3390,train
3688,3391,train
3689,3392,unknown
3690,3393,train
3691,3394,train
3692,3395,train
3693,3396,train
3694,3397,train
3695,3398,train
3696,3399,unknown
3697,3400,train
3698,3401,train
3699,3402,train
3700,3403,train
3701,3404,unknown
3702,3405,unknown
3703,3406,unknown
3704,3407,train
3705,3408,train
3706,3409,train
3707,3410,train
3708,3411,train
3709,3412,train
3710,3413,unknown
3711,3414,train
3712,3415,train
3713,3416,train
3714,3417,train
3715,3418,unknown
3716,3419,train
3717,3420,train
3718,3421,train
3719,3422,train
3720,3423,train
3721,3424,unknown
3722,3425,train
3723,3426,train
3724,3427,train
3725,3428,train
3726,3429,unknown
3727,3430,train
3728,3431,train
3729,3432,train
3730,3433,train
3731,3434,train
3732,3435,train
3733,3436,train
3734,3437,unknown
3735,3438,train
3736,3439,train
3737,3440,train
3738,3441,train
3739,3442,train
3740,3443,unknown
3741,3444,train
3742,3445,train
3743,3446,unknown
3744,3447,train
3745,3448,train
3746,3449,train
3747,3450,train
3748,3451,train
3749,3452,train
3750,3453,train
3751,3454,unknown
3752,3455,unknown
3753,3456,unknown
3754,3457,train
3755,3458,unknown
3756,3459,train
3757,3460,train
3758,3461,train
3759,3462,unknown
3760,3463,train
3761,3464,train
3762,3465,unknown
3763,3466,train
3764,3467,train
3765,3468,unknown
3766,3469,train
3767,3470,train
3768,3471,unknown
3769,3472,train
3770,3473,unknown
3771,3474,train
3772,3475,train
3773,3476,unknown
3774,3477,train
3775,3478,train
3776,3479,train
3777,3480,train
3778,3481,train
3779,3482,train
3780,3483,unknown
3781,3484,train
3782,3485,train
3783,3486,train
3784,3487,train
3785,3488,unknown
3786,3489,train
3787,3490,train
3788,3491,train
3789,3492,train
3790,3493,train
3791,3494,train
3792,3495,train
3793,3496,train
3794,3497,train
3795,3498,unknown
3796,3499,train
3797,3500,train
3798,3501,train
3799,3502,train
3800,3503,train
3801,3504,train
3802,3505,train
3803,3506,train
3804,3507,unknown
3805,3508,unknown
3806,3509,train
3807,3510,train
3808,3511,train
3809,3512,train
3810,3513,train
3811,3514,train
3812,3515,train
3813,3516,unknown
3814,3517,train
3815,3518,unknown
3816,3519,unknown
3817,3520,train
3818,3521,train
3819,3522,train
3820,3523,train
3821,3524,train
3822,3525,train
3823,3526,train
3824,3527,train
3825,3528,train
3826,3529,unknown
3827,3530,train
3828,3531,train
3829,3532,unknown
3830,3533,train
3831,3534,train
3832,3535,unknown
3833,3536,unknown
3834,3537,unknown
3835,3538,train
3836,3539,train
3837,3540,train
3838,3541,train
3839,3542,unknown
3840,3543,unknown
3841,3544,unknown
3842,3545,train
3843,3546,unknown
3844,3547,train
3845,3548,train
3846,3549,unknown
3847,3550,train
3848,3551,train
3849,3552,train
3850,3553,train
3851,3554,train
3852,3555,unknown
3853,3556,train
3854,3557,train
3855,3558,train
3856,3559,train
3857,3560,unknown
3858,3561,train
3859,3562,train
3860,3563,unknown
3861,3564,train
3862,3565,unknown
3863,3566,unknown
3864,3567,train
3865,3568,train
3866,3569,unknown
3867,3570,train
3868,3571,train
3869,3572,train
3870,3573,train
3871,3574,unknown
3872,3575,train
3873,3576,train
3874,3577,unknown
3875,3578,unknown
3876,3579,train
3877,3580,train
3878,3581,unknown
3879,3582,train
3880,3583,unknown
3881,3584,unknown
3882,3585,train
3883,3586,train
3884,3587,train
3885,3588,train
3886,3589,train
3887,3590,train
3888,3591,train
3889,3592,train
3890,3593,train
3891,3594,train
3892,3595,unknown
3893,3596,train
3894,3597,train
3895,3598,train
3896,3599,train
3897,3600,unknown
3898,3601,train
3899,3602,train
3900,3603,train
3901,3604,train
3902,3605,train
3903,3606,unknown
3904,3607,train
3905,3608,train
3906,3609,train
3907,3610,train
3908,3611,train
3909,3612,unknown
3910,3613,unknown
3911,3614,train
3912,3615,train
3913,3616,train
3914,3617,train
3915,3618,train
3916,3619,train
3917,3620,train
3918,3621,unknown
3919,3622,train
3920,3623,train
3921,3624,unknown
3922,3625,unknown
3923,3626,train
3924,3627,unknown
3925,3628,train
3926,3629,unknown
3927,3630,train
3928,3631,train
3929,3632,unknown
3930,3633,train
3931,3634,train
3932,3635,unknown
3933,3636,train
3934,3637,unknown
3935,3638,train
3936,3639,train
3937,3640,train
3938,3641,train
3939,3642,unknown
3940,3643,unknown
3941,3644,train
3942,3645,train
3943,3646,unknown
3944,3647,train
3945,3648,train
3946,3649,train
3947,3650,unknown
3948,3651,train
3949,3652,train
3950,3653,train
3951,3654,unknown
3952,3655,train
3953,3656,train
3954,3657,unknown
3955,3658,unknown
3956,3659,train
3957,3660,train
3958,3661,unknown
3959,3662,train
3960,3663,train
3961,3664,train
3962,3665,train
3963,3666,train
3964,3667,train
3965,3668,train
3966,3669,unknown
3967,3670,train
3968,3671,train
3969,3672,train
3970,3673,train
3971,3674,unknown
3972,3675,train
3973,3676,train
3974,3677,train
3975,3678,unknown
3976,3679,train
3977,3680,train
3978,3681,train
3979,3682,train
3980,3683,unknown
3981,3684,train
3982,3685,train
3983,3686,train
3984,3687,unknown
3985,3688,unknown
3986,3689,train
3987,3690,train
3988,3691,unknown
3989,3692,train
3990,3693,train
3991,3694,train
3992,3695,train
3993,3696,train
3994,3697,train
3995,3698,train
3996,3699,train
3997,3700,train
3998,3701,train
3999,3702,train
4000,3703,train
4001,3704,unknown
4002,3705,train
4003,3706,unknown
4004,3707,train
4005,3708,unknown
4006,3709,train
4007,3710,train
4008,3711,unknown
4009,3712,train
4010,3713,train
4011,3714,train
4012,3715,train
4013,3716,unknown
4014,3717,train
4015,3718,unknown
4016,3719,unknown
4017,3720,train
4018,3721,train
4019,3722,train
4020,3723,unknown
4021,3724,train
4022,3725,train
4023,3726,train
4024,3727,train
4025,3728,train
4026,3729,train
4027,3730,unknown
4028,3731,train
4029,3732,unknown
4030,3733,train
4031,3734,train
4032,3735,train
4033,3736,train
4034,3737,train
4035,3738,train
4036,3739,train
4037,3740,train
4038,3741,train
4039,3742,train
4040,3743,train
4041,3744,train
4042,3745,unknown
4043,3746,train
4044,3747,train
4045,3748,train
4046,3749,train
4047,3750,unknown
4048,3751,unknown
4049,3752,train
4050,3753,train
4051,3754,unknown
4052,3755,unknown
4053,3756,train
4054,3757,train
4055,3758,train
4056,3759,train
4057,3760,train
4058,3761,train
4059,3762,train
4060,3763,unknown
4061,3764,train
4062,3765,train
4063,3766,unknown
4064,3767,train
4065,3768,train
4066,3769,train
4067,3770,train
4068,3771,train
4069,3772,train
4070,3773,train
4071,3774,train
4072,3775,train
4073,3776,train
4074,3777,train
4075,3778,unknown
4076,3779,train
4077,3780,train
4078,3781,train
4079,3782,train
4080,3783,train
4081,3784,train
4082,3785,train
4083,3786,train
4084,3787,unknown
4085,3788,train
4086,3789,train
4087,3790,train
4088,3791,train
4089,3792,train
4090,3793,train
4091,3794,train
4092,3795,train
4093,3796,train
4094,3797,train
4095,3798,train
4096,3799,train
4097,3800,train
4098,3801,train
4099,3802,train
4100,3803,train
4101,3804,train
4102,3805,train
4103,3806,train
4104,3807,unknown
4105,3808,unknown
4106,3809,train
4107,3810,train
4108,3811,train
4109,3812,unknown
4110,3813,train
4111,3814,train
4112,3815,train
4113,3816,unknown
4114,3817,train
4115,3818,train
4116,3819,unknown
4117,3820,unknown
4118,3821,train
4119,3822,train
4120,3823,unknown
4121,3824,unknown
4122,3825,unknown
4123,3826,train
4124,3827,train
4125,3828,train
4126,3829,unknown
4127,3830,unknown
4128,3831,train
4129,3832,train
4130,3833,train
4131,3834,train
4132,3835,train
4133,3836,train
4134,3837,train
4135,3838,train
4136,3839,train
4137,3840,unknown
4138,3841,train
4139,3842,train
4140,3843,unknown
4141,3844,train
4142,3845,train
4143,3846,unknown
4144,3847,train
4145,3848,unknown
4146,3849,train
4147,3850,train
4148,3851,train
4149,3852,train
4150,3853,train
4151,3854,unknown
4152,3855,train
4153,3856,train
4154,3857,train
4155,3858,train
4156,3859,train
4157,3860,train
4158,3861,unknown
4159,3862,train
4160,3863,train
4161,3864,unknown
4162,3865,train
4163,3866,train
4164,3867,train
4165,3868,train
4166,3869,train
4167,3870,train
4168,3871,train
4169,3872,train
4170,3873,train
4171,3874,unknown
4172,3875,train
4173,3876,train
4174,3877,train
4175,3878,unknown
4176,3879,train
4177,3880,unknown
4178,3881,train
4179,3882,train
4180,3883,train
4181,3884,train
4182,3885,train
4183,3886,unknown
4184,3887,train
4185,3888,train
4186,3889,unknown
4187,3890,train
4188,3891,unknown
4189,3892,train
4190,3893,train
4191,3894,unknown
4192,3895,train
4193,3896,train
4194,3897,unknown
4195,3898,train
4196,3899,unknown
4197,3900,unknown
4198,3901,train
4199,3902,unknown
4200,3903,unknown
4201,3904,train
4202,3905,train
4203,3906,train
4204,3907,train
4205,3908,train
4206,3909,train
4207,3910,train
4208,3911,unknown
4209,3912,train
4210,3913,train
4211,3914,unknown
4212,3915,train
4213,3916,train
4214,3917,train
4215,3918,train
4216,3919,train
4217,3920,train
4218,3921,train
4219,3922,train
4220,3923,train
4221,3924,train
4222,3925,train
4223,3926,train
4224,3927,train
4225,3928,train
4226,3929,train
4227,3930,unknown
4228,3931,train
4229,3932,unknown
4230,3933,train
4231,3934,train
4232,3935,train
4233,3936,train
4234,3937,train
4235,3938,unknown
4236,3939,train
4237,3940,train
4238,3941,train
4239,3942,train
4240,3943,train
4241,3944,unknown
4242,3945,train
4243,3946,train
4244,3947,train
4245,3948,train
4246,3949,unknown
4247,3950,train
4248,3951,train
4249,3952,train
4250,3953,unknown
4251,3954,unknown
4252,3955,train
4253,3956,unknown
4254,3957,train
4255,3958,train
4256,3959,train
4257,3960,train
4258,3961,train
4259,3962,unknown
4260,3963,train
4261,3964,train
4262,3965,unknown
4263,3966,train
4264,3967,train
4265,3968,train
4266,3969,unknown
4267,3970,train
4268,3971,train
4269,3972,unknown
4270,3973,train
4271,3974,unknown
4272,3975,train
4273,3976,unknown
4274,3977,train
4275,3978,train
4276,3979,train
4277,3980,train
4278,3981,train
4279,3982,train
4280,3983,unknown
4281,3984,train
4282,3985,train
4283,3986,train
4284,3987,train
4285,3988,train
4286,3989,unknown
4287,3990,unknown
4288,3991,train
4289,3992,train
4290,3993,train
4291,3994,unknown
4292,3995,train
4293,3996,train
4294,3997,unknown
4295,3998,train
4296,3999,unknown
4297,4000,train
4298,4001,train
4299,4002,unknown
4300,4003,train
4301,4004,train
4302,4005,unknown
4303,4006,train
4304,4007,train
4305,4008,train
4306,4009,train
4307,4010,train
4308,4011,train
4309,4012,train
4310,4013,train
4311,4014,train
4312,4015,train
4313,4016,train
4314,4017,train
4315,4018,unknown
4316,4019,train
4317,4020,train
4318,4021,train
4319,4022,train
4320,4023,unknown
4321,4024,train
4322,4025,train
4323,4026,train
4324,4027,train
4325,4028,train
4326,4029,train
4327,4030,unknown
4328,4031,train
4329,4032,train
4330,4033,train
4331,4034,train
4332,4035,train
4333,4036,train
4334,4037,train
4335,4038,train
4336,4039,train
4337,4040,unknown
4338,4041,unknown
4339,4042,train
4340,4043,train
4341,4044,train
4342,4045,unknown
4343,4046,train
4344,4047,train
4345,4048,train
4346,4049,train
4347,4050,train
4348,4051,train
4349,4052,train
4350,4053,train
4351,4054,train
4352,4055,train
4353,4056,train
4354,4057,train
4355,4058,train
4356,4059,train
4357,4060,train
4358,4061,train
4359,4062,train
4360,4063,train
4361,4064,train
4362,4065,train
4363,4066,train
4364,4067,unknown
4365,4068,train
4366,4069,train
4367,4070,train
4368,4071,train
4369,4072,train
4370,4073,train
4371,4074,train
4372,4075,train
4373,4076,train
4374,4077,unknown
4375,4078,train
4376,4079,train
4377,4080,unknown
4378,4081,train
4379,4082,train
4380,4083,train
4381,4084,train
4382,4085,train
4383,4086,train
4384,4087,train
4385,4088,train
4386,4089,train
4387,4090,train
4388,4091,train
4389,4092,train
4390,4093,train
4391,4094,train
4392,4095,unknown
4393,4096,unknown
4394,4097,train
4395,4098,train
4396,4099,train
4397,4100,train
4398,4101,train
4399,4102,train
4400,4103,train
4401,4104,train
4402,4105,train
4403,4106,unknown
4404,4107,unknown
4405,4108,train
4406,4109,train
4407,4110,unknown
4408,4111,train
4409,4112,train
4410,4113,train
4411,4114,train
4412,4115,train
4413,4116,unknown
4414,4117,train
4415,4118,unknown
4416,4119,train
4417,4120,train
4418,4121,unknown
4419,4122,train
4420,4123,train
4421,4124,train
4422,4125,train
4423,4126,train
4424,4127,unknown
4425,4128,train
4426,4129,train
4427,4130,train
4428,4131,train
4429,4132,train
4430,4133,train
4431,4134,unknown
4432,4135,train
4433,4136,train
4434,4137,train
4435,4138,train
4436,4139,train
4437,4140,train
4438,4141,train
4439,4142,train
4440,4143,train
4441,4144,train
4442,4145,train
4443,4146,train
4444,4147,train
4445,4148,train
4446,4149,train
4447,4150,train
4448,4151,train
4449,4152,train
4450,4153,train
4451,4154,train
4452,4155,train
4453,4156,train
4454,4157,train
4455,4158,train
4456,4159,train
4457,4160,train
4458,4161,train
4459,4162,train
4460,4163,train
4461,4164,train
4462,4165,train
4463,4166,train
4464,4167,unknown
4465,4168,train
4466,4169,train
4467,4170,train
4468,4171,train
4469,4172,train
4470,4173,train
4471,4174,train
4472,4175,train
4473,4176,train
4474,4177,train
4475,4178,unknown
4476,4179,train
4477,4180,train
4478,4181,train
4479,4182,train
4480,4183,train
4481,4184,train
4482,4185,unknown
4483,4186,train
4484,4187,train
4485,4188,unknown
4486,4189,unknown
4487,4190,train
4488,4191,unknown
4489,4192,unknown
4490,4193,unknown
4491,4194,train
4492,4195,train
4493,4196,unknown
4494,4197,train
4495,4198,train
4496,4199,train
4497,4200,train
4498,4201,unknown
4499,4202,train
4500,4203,unknown
4501,4204,train
4502,4205,train
4503,4206,train
4504,4207,train
4505,4208,unknown
4506,4209,train
4507,4210,train
4508,4211,train
4509,4212,train
4510,4213,unknown
4511,4214,train
4512,4215,train
4513,4216,train
4514,4217,train
4515,4218,unknown
4516,4219,train
4517,4220,train
4518,4221,train
4519,4222,train
4520,4223,train
4521,4224,train
4522,4225,train
4523,4226,unknown
4524,4227,unknown
4525,4228,train
4526,4229,train
4527,4230,unknown
4528,4231,train
4529,4232,train
4530,4233,unknown
4531,4234,train
4532,4235,train
4533,4236,train
4534,4237,unknown
4535,4238,train
4536,4239,train
4537,4240,train
4538,4241,train
4539,4242,unknown
4540,4243,train
4541,4244,unknown
4542,4245,train
4543,4246,train
4544,4247,train
4545,4248,train
4546,4249,train
4547,4250,unknown
4548,4251,unknown
4549,4252,unknown
4550,4253,train
4551,4254,unknown
4552,4255,unknown
4553,4256,train
4554,4257,unknown
4555,4258,unknown
4556,4259,train
4557,4260,train
4558,4261,train
4559,4262,train
4560,4263,train
4561,4264,train
4562,4265,train
4563,4266,train
4564,4267,train
4565,4268,train
4566,4269,train
4567,4270,unknown
4568,4271,train
4569,4272,unknown
4570,4273,train
4571,4274,train
4572,4275,unknown
4573,4276,train
4574,4277,train
4575,4278,train
4576,4279,train
4577,4280,unknown
4578,4281,train
4579,4282,train
4580,4283,train
4581,4284,unknown
4582,4285,train
4583,4286,train
4584,4287,train
4585,4288,train
4586,4289,train
4587,4290,train
4588,4291,unknown
4589,4292,train
4590,4293,unknown
4591,4294,unknown
4592,4295,train
4593,4296,unknown
4594,4297,unknown
4595,4298,unknown
4596,4299,train
4597,4300,train
4598,4301,unknown
4599,4302,unknown
4600,4303,train
4601,4304,unknown
4602,4305,unknown
4603,4306,train
4604,4307,train
4605,4308,train
4606,4309,train
4607,4310,unknown
4608,4311,unknown
4609,4312,train
4610,4313,train
4611,4314,train
4612,4315,train
4613,4316,train
4614,4317,train
4615,4318,train
4616,4319,train
4617,4320,train
4618,4321,train
4619,4322,train
4620,4323,train
4621,4324,train
4622,4325,train
4623,4326,train
4624,4327,train
4625,4328,train
4626,4329,unknown
4627,4330,train
4628,4331,unknown
4629,4332,train
4630,4333,train
4631,4334,train
4632,4335,train
4633,4336,train
4634,4337,train
4635,4338,train
4636,4339,unknown
4637,4340,train
4638,4341,train
4639,4342,train
4640,4343,train
4641,4344,train
4642,4345,train
4643,4346,train
4644,4347,train
4645,4348,train
4646,4349,train
4647,4350,unknown
4648,4351,train
4649,4352,train
4650,4353,train
4651,4354,unknown
4652,4355,train
4653,4356,unknown
4654,4357,train
4655,4358,train
4656,4359,train
4657,4360,train
4658,4361,train
4659,4362,unknown
4660,4363,unknown
4661,4364,train
4662,4365,train
4663,4366,train
4664,4367,train
4665,4368,train
4666,4369,train
4667,4370,train
4668,4371,train
4669,4372,train
4670,4373,train
4671,4374,train
4672,4375,train
4673,4376,train
4674,4377,train
4675,4378,train
4676,4379,train
4677,4380,train
4678,4381,train
4679,4382,unknown
4680,4383,unknown
4681,4384,unknown
4682,4385,train
4683,4386,train
4684,4387,train
4685,4388,unknown
4686,4389,train
4687,4390,train
4688,4391,unknown
4689,4392,train
4690,4393,train
4691,4394,train
4692,4395,train
4693,4396,train
4694,4397,train
4695,4398,train
4696,4399,train
4697,4400,train
4698,4401,train
4699,4402,train
4700,4403,train
4701,4404,train
4702,4405,train
4703,4406,unknown
4704,4407,unknown
4705,4408,train
4706,4409,train
4707,4410,train
4708,4411,unknown
4709,4412,unknown
4710,4413,train
4711,4414,train
4712,4415,train
4713,4416,train
4714,4417,train
4715,4418,train
4716,4419,train
4717,4420,train
4718,4421,train
4719,4422,train
4720,4423,train
4721,4424,train
4722,4425,train
4723,4426,train
4724,4427,train
4725,4428,train
4726,4429,train
4727,4430,train
4728,4431,train
4729,4432,train
4730,4433,unknown
4731,4434,train
4732,4435,train
4733,4436,train
4734,4437,train
4735,4438,unknown
4736,4439,train
4737,4440,unknown
4738,4441,train
4739,4442,train
4740,4443,train
4741,4444,train
4742,4445,train
4743,4446,train
4744,4447,train
4745,4448,unknown
4746,4449,train
4747,4450,train
4748,4451,unknown
4749,4452,train
4750,4453,train
4751,4454,train
4752,4455,train
4753,4456,train
4754,4457,train
4755,4458,train
4756,4459,train
4757,4460,train
4758,4461,unknown
4759,4462,train
4760,4463,train
4761,4464,train
4762,4465,unknown
4763,4466,unknown
4764,4467,unknown
4765,4468,unknown
4766,4469,train
4767,4470,train
4768,4471,unknown
4769,4472,train
4770,4473,unknown
4771,4474,unknown
4772,4475,unknown
4773,4476,train
4774,4477,unknown
4775,4478,train
4776,4479,train
4777,4480,train
4778,4481,train
4779,4482,train
4780,4483,train
4781,4484,unknown
4782,4485,unknown
4783,4486,train
4784,4487,unknown
4785,4488,train
4786,4489,train
4787,4490,train
4788,4491,train
4789,4492,train
4790,4493,train
4791,4494,train
4792,4495,train
4793,4496,unknown
4794,4497,train
4795,4498,train
4796,4499,train
4797,4500,train
4798,4501,train
4799,4502,train
4800,4503,train
4801,4504,train
4802,4505,unknown
4803,4506,train
4804,4507,train
4805,4508,unknown
4806,4509,unknown
4807,4510,train
4808,4511,train
4809,4512,train
4810,4513,train
4811,4514,train
4812,4515,train
4813,4516,train
4814,4517,train
4815,4518,train
4816,4519,train
4817,4520,train
4818,4521,train
4819,4522,train
4820,4523,train
4821,4524,train
4822,4525,train
4823,4526,train
4824,4527,unknown
4825,4528,train
4826,4529,unknown
4827,4530,train
4828,4531,unknown
4829,4532,train
4830,4533,train
4831,4534,unknown
4832,4535,train
4833,4536,train
4834,4537,unknown
4835,4538,train
4836,4539,train
4837,4540,unknown
4838,4541,train
4839,4542,train
4840,4543,train
4841,4544,train
4842,4545,unknown
4843,4546,train
4844,4547,unknown
4845,4548,train
4846,4549,train
4847,4550,train
4848,4551,train
4849,4552,train
4850,4553,train
4851,4554,unknown
4852,4555,unknown
4853,4556,train
4854,4557,train
4855,4558,unknown
4856,4559,train
4857,4560,train
4858,4561,train
4859,4562,unknown
4860,4563,train
4861,4564,train
4862,4565,train
4863,4566,train
4864,4567,train
4865,4568,train
4866,4569,unknown
4867,4570,train
4868,4571,train
4869,4572,train
4870,4573,train
4871,4574,train
4872,4575,train
4873,4576,train
4874,4577,train
4875,4578,train
4876,4579,train
4877,4580,train
4878,4581,train
4879,4582,unknown
4880,4583,train
4881,4584,train
4882,4585,train
4883,4586,train
4884,4587,train
4885,4588,train
4886,4589,train
4887,4590,train
4888,4591,train
4889,4592,unknown
4890,4593,unknown
4891,4594,train
4892,4595,train
4893,4596,train
4894,4597,train
4895,4598,unknown
4896,4599,train
4897,4600,train
4898,4601,train
4899,4602,train
4900,4603,train
4901,4604,train
4902,4605,train
4903,4606,train
4904,4607,train
4905,4608,train
4906,4609,train
4907,4610,train
4908,4611,train
4909,4612,train
4910,4613,train
4911,4614,train
4912,4615,train
4913,4616,train
4914,4617,train
4915,4618,train
4916,4619,unknown
4917,4620,train
4918,4621,unknown
4919,4622,unknown
4920,4623,train
4921,4624,train
4922,4625,train
4923,4626,train
4924,4627,train
4925,4628,train
4926,4629,train
4927,4630,unknown
4928,4631,train
4929,4632,train
4930,4633,unknown
4931,4634,train
4932,4635,train
4933,4636,train
4934,4637,train
4935,4638,train
4936,4639,train
4937,4640,train
4938,4641,train
4939,4642,train
4940,4643,unknown
4941,4644,train
4942,4645,train
4943,4646,train
4944,4647,train
4945,4648,train
4946,4649,train
4947,4650,train
4948,4651,train
4949,4652,train
4950,4653,train
4951,4654,train
4952,4655,unknown
4953,4656,train
4954,4657,unknown
4955,4658,unknown
4956,4659,train
4957,4660,train
4958,4661,train
4959,4662,train
4960,4663,train
4961,4664,train
4962,4665,train
4963,4666,train
4964,4667,train
4965,4668,unknown
4966,4669,train
4967,4670,train
4968,4671,train
4969,4672,train
4970,4673,train
4971,4674,train
4972,4675,train
4973,4676,train
4974,4677,train
4975,4678,unknown
4976,4679,unknown
4977,4680,train
4978,4681,train
4979,4682,unknown
4980,4683,train
4981,4684,train
4982,4685,train
4983,4686,unknown
4984,4687,train
4985,4688,train
4986,4689,train
4987,4690,train
4988,4691,train
4989,4692,train
4990,4693,train
4991,4694,train
4992,4695,unknown
4993,4696,train
4994,4697,train
4995,4698,train
4996,4699,unknown
4997,4700,unknown
4998,4701,train
4999,4702,train
5000,4703,unknown
5001,4704,train
5002,4705,train
5003,4706,train
5004,4707,train
5005,4708,train
5006,4709,unknown
5007,4710,unknown
5008,4711,train
5009,4712,unknown
5010,4713,train
5011,4714,train
5012,4715,unknown
5013,4716,train
5014,4717,unknown
5015,4718,train
5016,4719,train
5017,4720,train
5018,4721,train
5019,4722,train
5020,4723,train
5021,4724,unknown
5022,4725,train
5023,4726,train
5024,4727,train
5025,4728,train
5026,4729,train
5027,4730,train
5028,4731,train
5029,4732,train
5030,4733,train
5031,4734,train
5032,4735,train
5033,4736,train
5034,4737,train
5035,4738,train
5036,4739,unknown
5037,4740,train
5038,4741,unknown
5039,4742,train
5040,4743,train
5041,4744,train
5042,4745,train
5043,4746,unknown
5044,4747,unknown
5045,4748,unknown
5046,4749,train
5047,4750,train
5048,4751,train
5049,4752,train
5050,4753,unknown
5051,4754,train
5052,4755,train
5053,4756,train
5054,4757,train
5055,4758,train
5056,4759,train
5057,4760,train
5058,4761,train
5059,4762,train
5060,4763,unknown
5061,4764,train
5062,4765,train
5063,4766,train
5064,4767,train
5065,4768,train
5066,4769,train
5067,4770,train
5068,4771,train
5069,4772,train
5070,4773,train
5071,4774,train
5072,4775,train
5073,4776,train
5074,4777,train
5075,4778,train
5076,4779,unknown
5077,4780,unknown
5078,4781,unknown
5079,4782,train
5080,4783,train
5081,4784,unknown
5082,4785,train
5083,4786,train
5084,4787,train
5085,4788,train
5086,4789,train
5087,4790,train
5088,4791,train
5089,4792,train
5090,4793,train
5091,4794,train
5092,4795,unknown
5093,4796,train
5094,4797,train
5095,4798,train
5096,4799,unknown
5097,4800,train
5098,4801,unknown
5099,4802,train
5100,4803,unknown
5101,4804,train
5102,4805,train
5103,4806,train
5104,4807,train
5105,4808,train
5106,4809,train
5107,4810,train
5108,4811,train
5109,4812,train
5110,4813,train
5111,4814,unknown
5112,4815,train
5113,4816,train
5114,4817,train
5115,4818,train
5116,4819,unknown
5117,4820,train
5118,4821,train
5119,4822,train
5120,4823,train
5121,4824,train
5122,4825,train
5123,4826,train
5124,4827,train
5125,4828,unknown
5126,4829,unknown
5127,4830,train
5128,4831,train
5129,4832,train
5130,4833,train
5131,4834,train
5132,4835,train
5133,4836,train
5134,4837,train
5135,4838,train
5136,4839,train
5137,4840,train
5138,4841,train
5139,4842,train
5140,4843,train
5141,4844,unknown
5142,4845,unknown
5143,4846,train
5144,4847,train
5145,4848,train
5146,4849,unknown
5147,4850,train
5148,4851,unknown
5149,4852,train
5150,4853,train
5151,4854,train
5152,4855,train
5153,4856,train
5154,4857,train
5155,4858,train
5156,4859,train
5157,4860,train
5158,4861,train
5159,4862,train
5160,4863,unknown
5161,4864,unknown
5162,4865,train
5163,4866,train
5164,4867,train
5165,4868,train
5166,4869,train
5167,4870,train
5168,4871,train
5169,4872,train
5170,4873,unknown
5171,4874,train
5172,4875,train
5173,4876,train
5174,4877,train
5175,4878,unknown
5176,4879,train
5177,4880,train
5178,4881,train
5179,4882,train
5180,4883,train
5181,4884,train
5182,4885,train
5183,4886,train
5184,4887,train
5185,4888,train
5186,4889,train
5187,4890,train
5188,4891,train
5189,4892,train
5190,4893,train
5191,4894,train
5192,4895,train
5193,4896,train
5194,4897,train
5195,4898,train
5196,4899,unknown
5197,4900,unknown
5198,4901,train
5199,4902,unknown
5200,4903,train
5201,4904,train
5202,4905,train
